Gene name,Conserved among nematodes,Conserved only in Caenorhabditis,Unique to C. elegans,"SET-25-dependent endo-siRNAs targets (Lev et al., 2017)","SET-32-dependent endo-siRNAs targets (Kalinava et al., 2018)"
WBGene00006679,1,NaN,NaN,NaN,NaN
WBGene00006681,1,NaN,NaN,NaN,NaN
WBGene00006683,1,NaN,NaN,NaN,NaN
WBGene00006684,1,NaN,NaN,NaN,NaN
WBGene00006689,NaN,1,NaN,NaN,NaN
WBGene00006694,1,NaN,NaN,NaN,NaN
WBGene00006695,1,NaN,NaN,NaN,NaN
WBGene00006696,1,NaN,NaN,NaN,NaN
WBGene00006697,1,NaN,NaN,NaN,NaN
WBGene00006698,1,NaN,NaN,NaN,NaN
WBGene00006699,1,NaN,NaN,NaN,NaN
WBGene00006700,1,NaN,NaN,NaN,NaN
WBGene00006701,1,NaN,NaN,NaN,NaN
WBGene00006702,1,NaN,NaN,NaN,NaN
WBGene00006703,1,NaN,NaN,NaN,NaN
WBGene00006704,1,NaN,NaN,NaN,NaN
WBGene00006706,1,NaN,NaN,NaN,NaN
WBGene00006707,1,NaN,NaN,NaN,NaN
WBGene00006708,1,NaN,NaN,NaN,NaN
WBGene00006709,1,NaN,NaN,NaN,NaN
WBGene00006710,1,NaN,NaN,NaN,NaN
WBGene00006711,1,NaN,NaN,NaN,NaN
WBGene00006713,1,NaN,NaN,NaN,NaN
WBGene00006714,1,NaN,NaN,NaN,NaN
WBGene00006715,1,NaN,NaN,NaN,NaN
WBGene00006716,1,NaN,NaN,NaN,NaN
WBGene00006719,NaN,1,NaN,NaN,NaN
WBGene00006720,1,NaN,NaN,NaN,NaN
WBGene00006721,1,NaN,NaN,NaN,NaN
WBGene00006722,1,NaN,NaN,NaN,NaN
WBGene00006723,1,NaN,NaN,NaN,NaN
WBGene00006724,1,NaN,NaN,NaN,NaN
WBGene00006725,1,NaN,NaN,NaN,NaN
WBGene00006726,1,NaN,NaN,NaN,NaN
WBGene00006727,1,NaN,NaN,NaN,NaN
WBGene00006728,1,NaN,NaN,NaN,NaN
WBGene00006729,1,NaN,NaN,NaN,NaN
WBGene00006730,1,NaN,NaN,NaN,NaN
WBGene00006732,NaN,1,NaN,NaN,NaN
WBGene00006734,1,NaN,NaN,NaN,NaN
WBGene00006735,1,NaN,NaN,NaN,NaN
WBGene00006736,1,NaN,NaN,NaN,NaN
WBGene00006737,1,NaN,NaN,NaN,NaN
WBGene00006738,NaN,1,NaN,NaN,NaN
WBGene00006739,1,NaN,NaN,NaN,NaN
WBGene00006740,NaN,1,NaN,NaN,NaN
WBGene00006742,1,NaN,NaN,NaN,NaN
WBGene00006745,1,NaN,NaN,NaN,1
WBGene00006746,1,NaN,NaN,NaN,NaN
WBGene00006750,1,NaN,NaN,NaN,NaN
WBGene00006751,1,NaN,NaN,NaN,NaN
WBGene00006752,1,NaN,NaN,NaN,NaN
WBGene00006753,1,NaN,NaN,NaN,NaN
WBGene00006754,1,NaN,NaN,NaN,NaN
WBGene00006755,1,NaN,NaN,NaN,NaN
WBGene00006757,1,NaN,NaN,NaN,NaN
WBGene00006759,1,NaN,NaN,NaN,NaN
WBGene00006760,1,NaN,NaN,NaN,NaN
WBGene00006761,1,NaN,NaN,NaN,NaN
WBGene00006762,1,NaN,NaN,NaN,NaN
WBGene00006763,1,NaN,NaN,NaN,NaN
WBGene00006767,1,NaN,NaN,NaN,NaN
WBGene00006768,1,NaN,NaN,NaN,NaN
WBGene00006769,1,NaN,NaN,NaN,NaN
WBGene00006770,1,NaN,NaN,NaN,NaN
WBGene00006772,1,NaN,NaN,NaN,NaN
WBGene00006773,1,NaN,NaN,NaN,NaN
WBGene00006776,1,NaN,NaN,NaN,NaN
WBGene00006777,1,NaN,NaN,NaN,NaN
WBGene00006779,1,NaN,NaN,NaN,NaN
WBGene00006780,1,NaN,NaN,NaN,NaN
WBGene00006781,1,NaN,NaN,NaN,NaN
WBGene00006784,1,NaN,NaN,NaN,NaN
WBGene00006785,1,NaN,NaN,NaN,NaN
WBGene00006786,1,NaN,NaN,NaN,NaN
WBGene00006787,1,NaN,NaN,NaN,NaN
WBGene00006790,1,NaN,NaN,NaN,NaN
WBGene00006791,1,NaN,NaN,NaN,NaN
WBGene00006792,1,NaN,NaN,NaN,NaN
WBGene00006793,1,NaN,NaN,NaN,NaN
WBGene00006794,1,NaN,NaN,NaN,NaN
WBGene00006795,1,NaN,NaN,NaN,NaN
WBGene00006796,1,NaN,NaN,NaN,NaN
WBGene00006797,1,NaN,NaN,NaN,NaN
WBGene00006798,1,NaN,NaN,NaN,NaN
WBGene00006801,1,NaN,NaN,NaN,NaN
WBGene00006802,1,NaN,NaN,NaN,NaN
WBGene00006803,1,NaN,NaN,NaN,NaN
WBGene00006804,1,NaN,NaN,NaN,NaN
WBGene00006808,1,NaN,NaN,NaN,NaN
WBGene00006809,1,NaN,NaN,NaN,NaN
WBGene00006810,1,NaN,NaN,NaN,NaN
WBGene00006812,1,NaN,NaN,NaN,NaN
WBGene00006814,1,NaN,NaN,NaN,NaN
WBGene00006815,1,NaN,NaN,NaN,NaN
WBGene00006816,1,NaN,NaN,NaN,NaN
WBGene00006817,1,NaN,NaN,NaN,NaN
WBGene00006820,1,NaN,NaN,NaN,NaN
WBGene00006822,1,NaN,NaN,NaN,NaN
WBGene00006823,1,NaN,NaN,NaN,NaN
WBGene00006825,1,NaN,NaN,NaN,NaN
WBGene00006826,1,NaN,NaN,NaN,NaN
WBGene00006829,1,NaN,NaN,NaN,NaN
WBGene00006831,1,NaN,NaN,NaN,NaN
WBGene00006833,1,NaN,NaN,NaN,NaN
WBGene00006836,1,NaN,NaN,NaN,NaN
WBGene00006839,1,NaN,NaN,NaN,NaN
WBGene00006840,1,NaN,NaN,NaN,NaN
WBGene00006843,1,NaN,NaN,NaN,NaN
WBGene00006844,1,NaN,NaN,NaN,NaN
WBGene00006845,1,NaN,NaN,NaN,NaN
WBGene00006856,1,NaN,NaN,NaN,NaN
WBGene00006861,1,NaN,NaN,NaN,NaN
WBGene00006862,1,NaN,NaN,NaN,NaN
WBGene00006863,1,NaN,NaN,NaN,NaN
WBGene00006868,1,NaN,NaN,NaN,NaN
WBGene00006869,1,NaN,NaN,NaN,NaN
WBGene00006874,1,NaN,NaN,NaN,NaN
WBGene00006876,1,NaN,NaN,NaN,NaN
WBGene00006882,1,NaN,NaN,NaN,NaN
WBGene00006887,1,NaN,NaN,NaN,NaN
WBGene00006888,NaN,1,NaN,NaN,NaN
WBGene00006889,1,NaN,NaN,NaN,NaN
WBGene00006890,1,NaN,NaN,NaN,NaN
WBGene00006893,1,NaN,NaN,NaN,NaN
WBGene00006894,1,NaN,NaN,NaN,NaN
WBGene00006896,1,NaN,NaN,NaN,NaN
WBGene00006897,1,NaN,NaN,NaN,NaN
WBGene00006910,1,NaN,NaN,NaN,NaN
WBGene00006911,1,NaN,NaN,NaN,NaN
WBGene00006912,1,NaN,NaN,NaN,NaN
WBGene00006913,1,NaN,NaN,NaN,NaN
WBGene00006914,1,NaN,NaN,NaN,NaN
WBGene00006915,1,NaN,NaN,NaN,NaN
WBGene00006916,1,NaN,NaN,NaN,NaN
WBGene00006917,1,NaN,NaN,NaN,NaN
WBGene00006918,1,NaN,NaN,NaN,NaN
WBGene00006919,1,NaN,NaN,NaN,NaN
WBGene00006920,1,NaN,NaN,NaN,NaN
WBGene00006921,1,NaN,NaN,NaN,NaN
WBGene00006922,NaN,1,NaN,NaN,NaN
WBGene00006923,1,NaN,NaN,NaN,NaN
WBGene00006924,1,NaN,NaN,NaN,NaN
WBGene00006925,1,NaN,NaN,NaN,NaN
WBGene00006926,1,NaN,NaN,NaN,NaN
WBGene00006927,1,NaN,NaN,NaN,NaN
WBGene00006928,1,NaN,NaN,NaN,NaN
WBGene00006929,1,NaN,NaN,NaN,NaN
WBGene00006930,1,NaN,NaN,NaN,1
WBGene00006931,1,NaN,NaN,NaN,NaN
WBGene00006932,1,NaN,NaN,NaN,NaN
WBGene00006933,1,NaN,NaN,NaN,NaN
WBGene00006934,1,NaN,NaN,NaN,NaN
WBGene00006935,1,NaN,NaN,NaN,NaN
WBGene00006936,1,NaN,NaN,NaN,NaN
WBGene00006937,1,NaN,NaN,NaN,NaN
WBGene00006940,1,NaN,NaN,NaN,NaN
WBGene00006941,1,NaN,NaN,NaN,NaN
WBGene00006942,1,NaN,NaN,NaN,NaN
WBGene00006943,NaN,1,NaN,NaN,NaN
WBGene00006944,1,NaN,NaN,NaN,NaN
WBGene00006945,1,NaN,NaN,NaN,NaN
WBGene00006946,1,NaN,NaN,NaN,NaN
WBGene00006951,1,NaN,NaN,NaN,NaN
WBGene00006953,1,NaN,NaN,NaN,NaN
WBGene00006957,1,NaN,NaN,NaN,NaN
WBGene00006958,1,NaN,NaN,NaN,NaN
WBGene00006959,1,NaN,NaN,NaN,NaN
WBGene00006961,1,NaN,NaN,NaN,NaN
WBGene00006962,NaN,1,NaN,NaN,NaN
WBGene00006963,1,NaN,NaN,NaN,NaN
WBGene00006964,1,NaN,NaN,NaN,NaN
WBGene00006968,1,NaN,NaN,NaN,NaN
WBGene00006970,1,NaN,NaN,NaN,NaN
WBGene00006971,1,NaN,NaN,NaN,NaN
WBGene00006974,1,NaN,NaN,NaN,NaN
WBGene00006975,1,NaN,NaN,NaN,1
WBGene00006976,NaN,1,NaN,NaN,NaN
WBGene00006977,NaN,1,NaN,NaN,NaN
WBGene00006982,1,NaN,NaN,NaN,NaN
WBGene00006984,1,NaN,NaN,NaN,NaN
WBGene00006985,1,NaN,NaN,NaN,NaN
WBGene00006986,NaN,1,NaN,NaN,NaN
WBGene00006987,1,NaN,NaN,NaN,NaN
WBGene00006988,1,NaN,NaN,NaN,NaN
WBGene00006993,1,NaN,NaN,NaN,NaN
WBGene00006994,1,NaN,NaN,NaN,NaN
WBGene00006996,1,NaN,NaN,NaN,NaN
WBGene00006997,1,NaN,NaN,NaN,NaN
WBGene00006999,1,NaN,NaN,NaN,NaN
WBGene00007000,1,NaN,NaN,NaN,NaN
WBGene00007001,1,NaN,NaN,NaN,NaN
WBGene00007007,1,NaN,NaN,NaN,NaN
WBGene00007008,1,NaN,NaN,NaN,NaN
WBGene00007009,1,NaN,NaN,NaN,NaN
WBGene00007010,1,NaN,NaN,NaN,NaN
WBGene00007012,1,NaN,NaN,NaN,NaN
WBGene00007013,1,NaN,NaN,NaN,NaN
WBGene00007014,1,NaN,NaN,NaN,NaN
WBGene00007015,1,NaN,NaN,NaN,NaN
WBGene00007016,1,NaN,NaN,NaN,NaN
WBGene00007017,1,NaN,NaN,NaN,NaN
WBGene00007018,1,NaN,NaN,NaN,NaN
WBGene00007019,1,NaN,NaN,NaN,NaN
WBGene00007020,1,NaN,NaN,NaN,NaN
WBGene00007021,1,NaN,NaN,NaN,NaN
WBGene00007022,1,NaN,NaN,NaN,NaN
WBGene00007023,NaN,1,NaN,NaN,NaN
WBGene00007024,1,NaN,NaN,NaN,NaN
WBGene00007025,NaN,1,NaN,NaN,NaN
WBGene00007026,1,NaN,NaN,NaN,NaN
WBGene00007027,1,NaN,NaN,NaN,NaN
WBGene00007028,1,NaN,NaN,NaN,NaN
WBGene00007029,1,NaN,NaN,NaN,NaN
WBGene00007030,1,NaN,NaN,NaN,NaN
WBGene00007036,1,NaN,NaN,NaN,NaN
WBGene00007041,1,NaN,NaN,NaN,NaN
WBGene00007042,1,NaN,NaN,NaN,NaN
WBGene00007043,1,NaN,NaN,NaN,NaN
WBGene00007044,1,NaN,NaN,NaN,NaN
WBGene00007045,1,NaN,NaN,NaN,NaN
WBGene00007047,1,NaN,NaN,NaN,NaN
WBGene00007048,1,NaN,NaN,NaN,NaN
WBGene00007049,1,NaN,NaN,NaN,NaN
WBGene00007050,1,NaN,NaN,NaN,NaN
WBGene00007053,1,NaN,NaN,NaN,NaN
WBGene00007054,1,NaN,NaN,NaN,NaN
WBGene00007056,1,NaN,NaN,NaN,NaN
WBGene00007058,NaN,1,NaN,NaN,NaN
WBGene00007060,1,NaN,NaN,NaN,NaN
WBGene00007063,1,NaN,NaN,NaN,NaN
WBGene00007064,1,NaN,NaN,NaN,NaN
WBGene00007067,1,NaN,NaN,NaN,NaN
WBGene00007068,1,NaN,NaN,NaN,NaN
WBGene00007070,1,NaN,NaN,NaN,NaN
WBGene00007072,1,NaN,NaN,NaN,NaN
WBGene00007073,1,NaN,NaN,NaN,NaN
WBGene00007080,1,NaN,NaN,NaN,NaN
WBGene00007081,NaN,1,NaN,NaN,NaN
WBGene00007082,1,NaN,NaN,NaN,NaN
WBGene00007083,NaN,1,NaN,NaN,NaN
WBGene00007085,NaN,NaN,1,NaN,NaN
WBGene00007087,NaN,1,NaN,NaN,NaN
WBGene00007088,NaN,1,NaN,NaN,NaN
WBGene00007089,1,NaN,NaN,NaN,NaN
WBGene00007090,NaN,1,NaN,NaN,NaN
WBGene00007091,NaN,1,NaN,NaN,1
WBGene00007092,NaN,1,NaN,NaN,NaN
WBGene00007093,NaN,1,NaN,NaN,NaN
WBGene00007094,NaN,1,NaN,NaN,NaN
WBGene00007099,1,NaN,NaN,NaN,NaN
WBGene00007100,1,NaN,NaN,NaN,NaN
WBGene00007101,1,NaN,NaN,NaN,NaN
WBGene00007102,1,NaN,NaN,NaN,NaN
WBGene00007103,1,NaN,NaN,NaN,NaN
WBGene00007104,1,NaN,NaN,NaN,NaN
WBGene00007105,1,NaN,NaN,NaN,NaN
WBGene00007106,1,NaN,NaN,NaN,NaN
WBGene00007107,1,NaN,NaN,NaN,NaN
WBGene00007108,1,NaN,NaN,NaN,NaN
WBGene00007109,1,NaN,NaN,NaN,NaN
WBGene00007110,1,NaN,NaN,NaN,NaN
WBGene00007111,1,NaN,NaN,NaN,NaN
WBGene00007113,1,NaN,NaN,NaN,NaN
WBGene00007114,1,NaN,NaN,NaN,NaN
WBGene00007117,1,NaN,NaN,NaN,NaN
WBGene00007118,1,NaN,NaN,NaN,NaN
WBGene00007119,1,NaN,NaN,NaN,NaN
WBGene00007122,1,NaN,NaN,NaN,NaN
WBGene00007124,NaN,NaN,1,NaN,NaN
WBGene00007125,NaN,NaN,1,NaN,NaN
WBGene00007126,1,NaN,NaN,NaN,NaN
WBGene00007128,1,NaN,NaN,NaN,NaN
WBGene00007129,1,NaN,NaN,NaN,NaN
WBGene00007133,NaN,NaN,1,NaN,NaN
WBGene00007135,1,NaN,NaN,NaN,NaN
WBGene00007136,NaN,1,NaN,NaN,NaN
WBGene00007137,1,NaN,NaN,NaN,NaN
WBGene00007139,1,NaN,NaN,NaN,NaN
WBGene00007140,1,NaN,NaN,NaN,NaN
WBGene00007142,1,NaN,NaN,NaN,NaN
WBGene00007143,1,NaN,NaN,NaN,NaN
WBGene00007144,1,NaN,NaN,NaN,NaN
WBGene00007145,1,NaN,NaN,NaN,NaN
WBGene00007146,1,NaN,NaN,NaN,NaN
WBGene00007150,1,NaN,NaN,NaN,NaN
WBGene00007153,1,NaN,NaN,NaN,NaN
WBGene00007154,1,NaN,NaN,NaN,NaN
WBGene00007155,1,NaN,NaN,NaN,NaN
WBGene00007156,NaN,1,NaN,NaN,NaN
WBGene00007159,NaN,1,NaN,NaN,NaN
WBGene00007164,NaN,NaN,1,NaN,NaN
WBGene00007167,1,NaN,NaN,NaN,NaN
WBGene00007168,1,NaN,NaN,NaN,NaN
WBGene00007169,1,NaN,NaN,NaN,NaN
WBGene00007170,1,NaN,NaN,NaN,NaN
WBGene00007171,1,NaN,NaN,NaN,NaN
WBGene00007175,1,NaN,NaN,NaN,NaN
WBGene00007178,1,NaN,NaN,NaN,NaN
WBGene00007179,NaN,NaN,1,NaN,1
WBGene00007180,NaN,1,NaN,NaN,NaN
WBGene00007182,NaN,NaN,1,NaN,NaN
WBGene00007184,1,NaN,NaN,NaN,NaN
WBGene00007185,1,NaN,NaN,NaN,NaN
WBGene00007186,1,NaN,NaN,NaN,NaN
WBGene00007187,NaN,1,NaN,NaN,NaN
WBGene00007188,1,NaN,NaN,NaN,NaN
WBGene00007189,1,NaN,NaN,NaN,NaN
WBGene00007190,1,NaN,NaN,NaN,NaN
WBGene00007191,1,NaN,NaN,NaN,NaN
WBGene00007192,1,NaN,NaN,NaN,NaN
WBGene00007193,NaN,1,NaN,NaN,NaN
WBGene00007194,1,NaN,NaN,NaN,NaN
WBGene00007195,1,NaN,NaN,NaN,NaN
WBGene00007201,1,NaN,NaN,NaN,NaN
WBGene00007202,1,NaN,NaN,NaN,NaN
WBGene00007207,1,NaN,NaN,NaN,NaN
WBGene00007209,NaN,1,NaN,NaN,NaN
WBGene00007210,1,NaN,NaN,NaN,NaN
WBGene00007211,NaN,1,NaN,NaN,NaN
WBGene00007212,NaN,1,NaN,NaN,NaN
WBGene00007214,1,NaN,NaN,NaN,NaN
WBGene00007215,1,NaN,NaN,NaN,NaN
WBGene00007216,1,NaN,NaN,NaN,NaN
WBGene00007217,1,NaN,NaN,NaN,NaN
WBGene00007219,NaN,1,NaN,NaN,NaN
WBGene00007220,NaN,1,NaN,NaN,NaN
WBGene00007221,1,NaN,NaN,NaN,NaN
WBGene00007222,1,NaN,NaN,NaN,NaN
WBGene00007223,1,NaN,NaN,NaN,NaN
WBGene00007224,NaN,NaN,1,NaN,NaN
WBGene00007225,NaN,1,NaN,NaN,NaN
WBGene00007226,1,NaN,NaN,NaN,NaN
WBGene00007227,1,NaN,NaN,NaN,NaN
WBGene00007228,NaN,1,NaN,NaN,NaN
WBGene00007229,NaN,1,NaN,NaN,NaN
WBGene00007230,NaN,1,NaN,NaN,1
WBGene00007233,1,NaN,NaN,NaN,NaN
WBGene00007234,1,NaN,NaN,NaN,NaN
WBGene00007235,1,NaN,NaN,NaN,NaN
WBGene00007236,1,NaN,NaN,NaN,NaN
WBGene00007237,1,NaN,NaN,NaN,NaN
WBGene00007239,1,NaN,NaN,NaN,NaN
WBGene00007248,1,NaN,NaN,NaN,NaN
WBGene00007249,NaN,1,NaN,NaN,NaN
WBGene00007252,1,NaN,NaN,NaN,NaN
WBGene00007254,1,NaN,NaN,NaN,NaN
WBGene00007255,1,NaN,NaN,NaN,NaN
WBGene00007256,1,NaN,NaN,NaN,NaN
WBGene00007258,1,NaN,NaN,NaN,NaN
WBGene00007261,1,NaN,NaN,NaN,NaN
WBGene00007267,1,NaN,NaN,NaN,NaN
WBGene00007269,1,NaN,NaN,NaN,NaN
WBGene00007270,1,NaN,NaN,NaN,NaN
WBGene00007271,NaN,NaN,1,NaN,NaN
WBGene00007273,NaN,1,NaN,NaN,NaN
WBGene00007274,1,NaN,NaN,NaN,NaN
WBGene00007277,1,NaN,NaN,NaN,NaN
WBGene00007278,NaN,1,NaN,NaN,NaN
WBGene00007281,NaN,1,NaN,NaN,NaN
WBGene00007284,1,NaN,NaN,NaN,NaN
WBGene00007286,1,NaN,NaN,NaN,NaN
WBGene00007287,1,NaN,NaN,NaN,NaN
WBGene00007290,1,NaN,NaN,NaN,NaN
WBGene00007296,1,NaN,NaN,NaN,NaN
WBGene00007297,1,NaN,NaN,NaN,NaN
WBGene00007302,1,NaN,NaN,NaN,NaN
WBGene00007303,1,NaN,NaN,NaN,1
WBGene00007304,1,NaN,NaN,NaN,NaN
WBGene00007305,1,NaN,NaN,NaN,NaN
WBGene00007306,NaN,NaN,1,NaN,NaN
WBGene00007307,NaN,1,NaN,NaN,1
WBGene00007308,1,NaN,NaN,NaN,NaN
WBGene00007312,1,NaN,NaN,NaN,NaN
WBGene00007314,NaN,1,NaN,NaN,NaN
WBGene00007320,NaN,1,NaN,NaN,NaN
WBGene00007321,1,NaN,NaN,NaN,NaN
WBGene00007323,NaN,NaN,1,NaN,NaN
WBGene00007329,1,NaN,NaN,NaN,NaN
WBGene00007330,1,NaN,NaN,NaN,NaN
WBGene00007331,1,NaN,NaN,NaN,NaN
WBGene00007332,NaN,1,NaN,NaN,NaN
WBGene00007333,1,NaN,NaN,NaN,NaN
WBGene00007334,NaN,1,NaN,NaN,NaN
WBGene00007335,1,NaN,NaN,NaN,NaN
WBGene00007337,NaN,1,NaN,NaN,NaN
WBGene00007338,1,NaN,NaN,NaN,NaN
WBGene00007340,1,NaN,NaN,NaN,NaN
WBGene00007341,NaN,NaN,1,NaN,NaN
WBGene00007342,NaN,NaN,1,NaN,NaN
WBGene00007347,1,NaN,NaN,NaN,NaN
WBGene00007348,NaN,1,NaN,NaN,NaN
WBGene00007349,1,NaN,NaN,NaN,NaN
WBGene00007350,1,NaN,NaN,NaN,NaN
WBGene00007351,1,NaN,NaN,NaN,NaN
WBGene00007352,1,NaN,NaN,NaN,NaN
WBGene00007354,1,NaN,NaN,NaN,NaN
WBGene00007355,1,NaN,NaN,NaN,NaN
WBGene00007361,1,NaN,NaN,NaN,NaN
WBGene00007362,NaN,1,NaN,NaN,NaN
WBGene00007363,1,NaN,NaN,NaN,NaN
WBGene00007366,NaN,1,NaN,NaN,NaN
WBGene00007367,NaN,1,NaN,NaN,NaN
WBGene00007374,1,NaN,NaN,NaN,NaN
WBGene00007375,1,NaN,NaN,NaN,NaN
WBGene00007378,NaN,1,NaN,NaN,1
WBGene00007380,NaN,1,NaN,NaN,1
WBGene00007381,NaN,1,NaN,NaN,NaN
WBGene00007382,NaN,1,NaN,NaN,NaN
WBGene00007385,1,NaN,NaN,NaN,NaN
WBGene00007386,1,NaN,NaN,NaN,NaN
WBGene00007387,1,NaN,NaN,NaN,NaN
WBGene00007389,1,NaN,NaN,NaN,NaN
WBGene00007390,1,NaN,NaN,NaN,NaN
WBGene00007391,NaN,1,NaN,NaN,NaN
WBGene00007394,1,NaN,NaN,NaN,NaN
WBGene00007395,1,NaN,NaN,NaN,1
WBGene00007400,1,NaN,NaN,NaN,NaN
WBGene00007402,1,NaN,NaN,NaN,NaN
WBGene00007403,1,NaN,NaN,NaN,NaN
WBGene00007404,1,NaN,NaN,NaN,NaN
WBGene00007405,NaN,1,NaN,NaN,NaN
WBGene00007409,1,NaN,NaN,NaN,NaN
WBGene00007412,1,NaN,NaN,NaN,NaN
WBGene00007413,1,NaN,NaN,NaN,NaN
WBGene00007417,NaN,1,NaN,NaN,NaN
WBGene00007418,NaN,NaN,1,NaN,NaN
WBGene00007419,1,NaN,NaN,NaN,NaN
WBGene00007420,NaN,1,NaN,NaN,NaN
WBGene00007421,NaN,1,NaN,NaN,NaN
WBGene00007422,1,NaN,NaN,NaN,NaN
WBGene00007428,1,NaN,NaN,NaN,NaN
WBGene00007429,1,NaN,NaN,NaN,NaN
WBGene00007430,NaN,1,NaN,NaN,NaN
WBGene00007431,NaN,1,NaN,NaN,NaN
WBGene00007433,1,NaN,NaN,NaN,NaN
WBGene00007434,1,NaN,NaN,NaN,NaN
WBGene00007435,1,NaN,NaN,NaN,NaN
WBGene00007436,1,NaN,NaN,NaN,NaN
WBGene00007443,1,NaN,NaN,NaN,NaN
WBGene00007444,1,NaN,NaN,NaN,NaN
WBGene00007445,NaN,1,NaN,NaN,NaN
WBGene00007446,1,NaN,NaN,NaN,NaN
WBGene00007448,1,NaN,NaN,NaN,NaN
WBGene00007449,NaN,1,NaN,NaN,NaN
WBGene00007453,NaN,1,NaN,NaN,NaN
WBGene00007455,1,NaN,NaN,NaN,NaN
WBGene00007457,NaN,1,NaN,NaN,NaN
WBGene00007460,NaN,1,NaN,NaN,NaN
WBGene00007463,1,NaN,NaN,NaN,NaN
WBGene00007464,1,NaN,NaN,NaN,NaN
WBGene00007476,NaN,1,NaN,NaN,NaN
WBGene00007478,NaN,1,NaN,NaN,NaN
WBGene00007479,1,NaN,NaN,NaN,NaN
WBGene00007484,NaN,NaN,1,NaN,NaN
WBGene00007485,NaN,NaN,1,NaN,NaN
WBGene00007486,1,NaN,NaN,NaN,NaN
WBGene00007487,NaN,1,NaN,NaN,NaN
WBGene00007488,1,NaN,NaN,NaN,NaN
WBGene00007492,1,NaN,NaN,NaN,NaN
WBGene00007493,1,NaN,NaN,NaN,NaN
WBGene00007495,NaN,1,NaN,NaN,NaN
WBGene00007499,NaN,1,NaN,NaN,NaN
WBGene00007500,1,NaN,NaN,NaN,NaN
WBGene00007501,1,NaN,NaN,NaN,NaN
WBGene00007503,1,NaN,NaN,NaN,NaN
WBGene00007504,NaN,1,NaN,NaN,NaN
WBGene00007505,1,NaN,NaN,NaN,NaN
WBGene00007512,NaN,1,NaN,NaN,NaN
WBGene00007513,1,NaN,NaN,NaN,NaN
WBGene00007514,1,NaN,NaN,NaN,NaN
WBGene00007515,1,NaN,NaN,NaN,NaN
WBGene00007520,1,NaN,NaN,NaN,NaN
WBGene00007522,1,NaN,NaN,NaN,NaN
WBGene00007528,1,NaN,NaN,NaN,NaN
WBGene00007529,1,NaN,NaN,NaN,NaN
WBGene00007530,NaN,1,NaN,NaN,NaN
WBGene00007531,1,NaN,NaN,NaN,NaN
WBGene00007532,NaN,NaN,1,NaN,NaN
WBGene00007533,1,NaN,NaN,NaN,NaN
WBGene00007534,1,NaN,NaN,NaN,NaN
WBGene00007536,1,NaN,NaN,NaN,NaN
WBGene00007538,NaN,1,NaN,NaN,NaN
WBGene00007545,1,NaN,NaN,NaN,NaN
WBGene00007546,1,NaN,NaN,NaN,NaN
WBGene00007547,1,NaN,NaN,NaN,NaN
WBGene00007548,1,NaN,NaN,NaN,NaN
WBGene00007549,1,NaN,NaN,NaN,NaN
WBGene00007553,NaN,1,NaN,NaN,NaN
WBGene00007554,1,NaN,NaN,NaN,NaN
WBGene00007555,1,NaN,NaN,NaN,NaN
WBGene00007556,1,NaN,NaN,NaN,NaN
WBGene00007559,1,NaN,NaN,NaN,NaN
WBGene00007561,1,NaN,NaN,NaN,NaN
WBGene00007563,NaN,1,NaN,NaN,NaN
WBGene00007564,1,NaN,NaN,NaN,NaN
WBGene00007567,NaN,NaN,1,NaN,NaN
WBGene00007571,NaN,NaN,1,NaN,NaN
WBGene00007573,NaN,1,NaN,NaN,NaN
WBGene00007574,1,NaN,NaN,NaN,NaN
WBGene00007576,1,NaN,NaN,NaN,NaN
WBGene00007577,NaN,1,NaN,NaN,NaN
WBGene00007578,1,NaN,NaN,NaN,NaN
WBGene00007579,NaN,1,NaN,NaN,NaN
WBGene00007580,1,NaN,NaN,NaN,NaN
WBGene00007581,1,NaN,NaN,NaN,NaN
WBGene00007583,1,NaN,NaN,NaN,NaN
WBGene00007584,1,NaN,NaN,NaN,NaN
WBGene00007585,NaN,1,NaN,NaN,NaN
WBGene00007586,NaN,1,NaN,NaN,NaN
WBGene00007587,1,NaN,NaN,NaN,NaN
WBGene00007588,1,NaN,NaN,NaN,NaN
WBGene00007589,NaN,1,NaN,NaN,NaN
WBGene00007590,1,NaN,NaN,NaN,NaN
WBGene00007592,1,NaN,NaN,NaN,NaN
WBGene00007597,NaN,1,NaN,NaN,NaN
WBGene00007598,1,NaN,NaN,NaN,NaN
WBGene00007600,1,NaN,NaN,NaN,NaN
WBGene00007601,1,NaN,NaN,NaN,NaN
WBGene00007602,NaN,1,NaN,NaN,NaN
WBGene00007603,1,NaN,NaN,NaN,NaN
WBGene00007604,NaN,1,NaN,NaN,NaN
WBGene00007605,NaN,1,NaN,NaN,NaN
WBGene00007606,1,NaN,NaN,NaN,NaN
WBGene00007607,NaN,1,NaN,NaN,NaN
WBGene00007609,NaN,1,NaN,NaN,NaN
WBGene00007610,1,NaN,NaN,NaN,NaN
WBGene00007611,NaN,1,NaN,NaN,NaN
WBGene00007613,1,NaN,NaN,NaN,NaN
WBGene00007614,NaN,1,NaN,NaN,NaN
WBGene00007616,1,NaN,NaN,NaN,NaN
WBGene00007617,1,NaN,NaN,NaN,NaN
WBGene00007618,NaN,1,NaN,NaN,1
WBGene00007620,1,NaN,NaN,NaN,NaN
WBGene00007621,1,NaN,NaN,NaN,NaN
